house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
12430,5,HOUSE,VILLA,KRUISHOUTEM,9770,Gaversstraat,16,,1,4.0,999000.0,0,1,,0,0,GOOD,0,0,0,3001.0,450.0,3001.0,
13629,2,APARTMENT,APARTMENT,Ronse,9600,Sint-Ambrosiusstraat,20,0002,0,,231000.0,0,1,,0,0,AS_NEW,0,0,0,,105.0,,
18630,2,APARTMENT,APARTMENT,Brugge,8310,Malehoeklaan,72 A1,,0,,298000.0,0,1,10.0,0,0,GOOD,0,0,0,,105.0,,
10598,2,APARTMENT,APARTMENT,Anderlecht,1070,Clos Hof te Ophem,10,,1,2.0,319000.0,0,1,10.0,0,0,GOOD,0,0,0,,95.0,,
19964,2,APARTMENT,PENTHOUSE,Antwerpen,2000,,,,1,,2950000.0,0,1,100.0,0,0,AS_NEW,0,0,0,,237.0,,
3525,3,HOUSE,HOUSE,Eeklo,9900,Oostveldstraat,125,,1,3.0,393000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,621.0,137.0,621.0,
1835,3,APARTMENT,APARTMENT,Schaerbeek,1030,Avenue de Roodebeek,70,,1,2.0,360000.0,0,1,18.0,0,0,AS_NEW,0,0,0,,105.0,,UnderOption
5090,2,HOUSE,HOUSE,Nivelles,1400,Boulevard de la Résistance,141,,0,3.0,260000.0,0,1,,0,0,,0,0,0,286.0,100.0,286.0,UnderOption
16530,6,HOUSE,COUNTRY_COTTAGE,Dilsen-Stokkem,3650,Molenveld,88,,0,4.0,1390000.0,0,1,,0,0,AS_NEW,0,0,0,18796.0,466.0,18796.0,
7725,3,APARTMENT,APARTMENT,Leeuw-Saint-Pierre,1601,,,,1,2.0,239000.0,0,1,3.0,0,0,GOOD,0,0,0,,85.0,,
1042,1,APARTMENT,APARTMENT,Auderghem,1160,Rue des Pêcheries,107,,1,3.0,222500.0,1,1,8.0,0,0,GOOD,0,0,0,,50.0,,
9294,1,HOUSE,HOUSE,Schilde,2970,Ommegangstraat,31,,1,4.0,449000.0,0,1,,0,0,GOOD,0,0,0,579.0,129.0,579.0,UnderOption
5303,3,HOUSE,VILLA,Brugge,8380,Rouaanstraat,40,,1,4.0,275000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,488.0,158.0,488.0,
982,1,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,Boulevard Louis Mettewie,459,,1,2.0,165000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,60.0,,
9726,4,HOUSE,HOUSE,Rotselaar,3110,Torenstraat,43,,0,3.0,240000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,600.0,150.0,600.0,
4389,3,HOUSE,HOUSE,Sint-Truiden,3800,Schepen Dejonghstraat,58,,1,,299000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,80.0,186.0,80.0,
16403,3,HOUSE,VILLA,Berneau,4607,Rue de Warsage,42,,1,4.0,335000.0,0,1,,0,0,GOOD,1,555,0,636.0,114.0,636.0,UnderOption
7586,3,HOUSE,VILLA,Knokke-Heist Knokke,8300,Cottagepad,2,,1,4.0,3700000.0,0,1,,0,0,,0,0,0,924.0,140.0,924.0,
17543,4,HOUSE,HOUSE,Braine-l'Alleud,1420,,,,1,2.0,435000.0,0,1,15.0,0,0,TO_BE_DONE_UP,0,0,0,354.0,180.0,354.0,UnderOption
19143,3,HOUSE,HOUSE,Ruddervoorde,8020,Bergenstraat,130,,0,3.0,346528.0,0,0,0.0,0,0,GOOD,0,0,0,489.0,197.0,489.0,UnderOption
377,4,HOUSE,HOUSE,HEIST-OP-DEN-BERG,2220,Lostraat,139,,1,4.0,394000.0,0,0,0.0,0,0,GOOD,0,0,0,909.0,212.0,909.0,
358,4,HOUSE,HOUSE,Ledeberg,9050,Posthoornstraat,61,,0,2.0,350000.0,0,0,0.0,0,0,TO_RENOVATE,1,25,0,89.0,200.0,89.0,
12599,4,HOUSE,HOUSE,Ronse,9600,Kruisstraat,32,,0,,339000.0,0,0,0.0,0,0,GOOD,1,180,0,370.0,291.0,370.0,
7784,3,HOUSE,HOUSE,Meer,2321,Meerdorp,16,,0,2.0,95000.0,0,0,0.0,0,0,,0,0,0,135.0,122.0,135.0,PublicSale
13273,4,APARTMENT,APARTMENT,Knokke-Heist,8300,Zeedijk-Duinbergen,332,101,0,,2975000.0,0,1,,0,0,GOOD,0,0,0,,,,
5566,6,HOUSE,VILLA,Uccle,1180,,,,1,4.0,2975000.0,0,1,60.0,0,0,TO_RENOVATE,1,7000,0,7629.0,350.0,7629.0,
7341,1,HOUSE,APARTMENT_BLOCK,SCHAERBEEK,1030,,,,1,,225000.0,0,1,2.0,0,0,GOOD,0,0,0,0.0,54.0,0.0,
4589,3,HOUSE,VILLA,Uccle,1180,,,,1,3.0,1695000.0,0,1,60.0,0,0,GOOD,1,233,0,412.0,450.0,412.0,
6622,3,HOUSE,VILLA,Nieuwpoort,8620,,,,1,,975000.0,1,0,0.0,0,0,TO_RENOVATE,0,0,0,641.0,155.0,641.0,
10176,6,HOUSE,EXCEPTIONAL_PROPERTY,Brugge Sint-Michiels,8200,Fazantendreef,4,,1,4.0,1935000.0,0,1,,0,0,AS_NEW,0,0,1,5085.0,718.0,5085.0,
2236,2,HOUSE,HOUSE,Willebroek,2830,Vorsenpoelweg,6,,0,4.0,170000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,283.0,113.0,283.0,
10930,2,APARTMENT,PENTHOUSE,Bruxelles,1000,Rue du Boulet,0,0,1,3.0,599000.0,0,1,16.0,0,0,GOOD,0,0,0,,228.0,,
8139,3,APARTMENT,APARTMENT,TURNHOUT,2300,Kempenlaan,23,4,1,3.0,190000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,118.0,,
18409,2,HOUSE,CHALET,Oostduinkerke,8670,Dunepark,432,,0,4.0,149000.0,0,0,0.0,0,0,GOOD,0,0,0,200.0,,200.0,
19096,2,APARTMENT,APARTMENT,Haaltert,9450,Anderenbroek,85,,1,3.0,219000.0,0,1,,0,0,,0,0,0,,76.0,,UnderOption
5427,4,HOUSE,HOUSE,Rebecq,1430,,,,1,2.0,280000.0,0,0,0.0,0,0,TO_RENOVATE,1,100,0,350.0,472.0,350.0,
11487,1,APARTMENT,SERVICE_FLAT,Brugge,8000,Blankenbergse Steenweg,120,5,1,2.0,115000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,52.0,,
18177,4,HOUSE,VILLA,Ittre,1460,,,,1,4.0,1150000.0,0,1,,0,0,GOOD,1,3197,1,3497.0,400.0,3497.0,
5783,3,APARTMENT,APARTMENT,Oostende,8400,Vindictivelaan,6,,1,2.0,599000.0,1,1,6.0,0,0,AS_NEW,0,0,0,,129.0,,
10919,5,HOUSE,HOUSE,Tintigny,6730,rue de la longue haie,2,,0,4.0,430000.0,0,1,30.0,1,1,GOOD,0,0,0,1074.0,175.0,1074.0,
18925,3,APARTMENT,PENTHOUSE,Herent,3020,Romeinse Ring,25,,0,4.0,975000.0,0,1,120.0,0,0,AS_NEW,0,0,0,,173.0,,
17927,3,APARTMENT,APARTMENT,Zelzate,9060,Verbindingsstraat,35 B,101,0,,260000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,,,
17545,4,HOUSE,HOUSE,GOETSENHOVEN,3300,Sint-Laurentiusstraat,9,,1,2.0,349000.0,0,0,0.0,0,0,,0,0,0,663.0,243.0,663.0,
2719,4,APARTMENT,APARTMENT,Oudenaarde,9700,Dijkstraat,21,7,1,,359000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,162.0,,
13585,4,HOUSE,HOUSE,Roeselare,8800,Albert Biesbrouckstraat,9,,1,,375000.0,0,0,0.0,0,0,GOOD,0,0,0,216.0,150.0,216.0,
1252,2,APARTMENT,APARTMENT,Sint-Pieters-Leeuw,1600,Koning Albertstraat,74,1,1,,200000.0,0,1,13.0,0,0,GOOD,0,0,0,,84.0,,UnderOption
2641,3,HOUSE,HOUSE,Anderlecht,1070,Rue Docteur Roux,38,,1,2.0,469000.0,0,1,7.0,0,0,AS_NEW,1,33,0,33.0,213.0,33.0,
2653,7,HOUSE,VILLA,Ronse,9600,Blauwesteen,54,,0,4.0,649000.0,0,1,,0,0,GOOD,0,0,0,1270.0,336.0,1270.0,
8511,2,HOUSE,MIXED_USE_BUILDING,HASSELT,3500,Acaciastraat,17,,1,2.0,595000.0,0,0,0.0,1,1,JUST_RENOVATED,0,0,0,260.0,405.0,260.0,
13070,3,HOUSE,HOUSE,Lovendegem,9921,Spaans Hof,6,,0,4.0,595000.0,0,1,,0,0,,0,0,0,538.0,187.0,538.0,
10650,2,APARTMENT,APARTMENT,Bruxelles,1000,Akenkaai,66,12,1,,385000.0,0,1,20.0,0,0,GOOD,0,0,0,,94.0,,
4848,3,HOUSE,VILLA,Embourg,4053,Allée Ambiorix,15,,1,4.0,310000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,526.0,116.0,526.0,UnderOption
1337,3,HOUSE,HOUSE,Boutersem Roosbeek,3370,Leuvensesteenweg,174,,1,2.0,309000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,278.0,155.0,278.0,
112,3,HOUSE,HOUSE,Aalter,9880,Hoge Kouter,6,,1,,399000.0,0,0,0.0,0,0,GOOD,0,0,0,741.0,140.0,741.0,
5034,3,APARTMENT,APARTMENT,Gent,9000,Charles de Kerchovelaan,313,,0,,449000.0,0,1,,0,0,GOOD,0,0,0,,142.0,,
9291,3,HOUSE,HOUSE,Mol,2400,Diepestraat,56,,1,4.0,380000.0,0,0,0.0,0,0,TO_RENOVATE,1,700,0,1400.0,192.0,1400.0,
12768,0,APARTMENT,FLAT_STUDIO,Anderlecht,1070,Boulevard Paepsem,2,B42,1,,189000.0,0,1,5.0,0,0,AS_NEW,0,0,0,,48.0,,UnderOption
13459,3,APARTMENT,APARTMENT,Knokke,8300,Duinenwater,2,77,0,,1195000.0,0,1,,0,0,GOOD,0,0,0,,140.0,,
19265,1,APARTMENT,APARTMENT,Namur,5000,,,,0,,248344.0,0,1,7.0,0,0,GOOD,0,0,0,,61.0,,
13079,2,APARTMENT,APARTMENT,Eernegem,8480,Sint-Sebastiaanstraat,28,2,0,,249000.0,0,1,21.0,0,0,AS_NEW,0,0,0,,114.0,,
16134,4,HOUSE,VILLA,Brugelette,7940,Rue de bauffe,25,,0,4.0,420000.0,0,1,,0,0,GOOD,1,827,0,933.0,190.0,933.0,UnderOption
14327,1,APARTMENT,APARTMENT,Le Rœulx,7070,Faubourg de Binche,4,8,1,,160000.0,0,0,0.0,0,0,GOOD,0,0,0,,68.0,,
10091,2,APARTMENT,APARTMENT,Izegem,8870,Kapelstraat,8-10-12-14,D3.1,1,,285000.0,0,0,0.0,0,0,GOOD,0,0,0,,89.0,,
6527,3,HOUSE,HOUSE,Berlare,9290,Groenstraat,5,,1,4.0,299000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,916.0,130.0,916.0,
379,4,HOUSE,HOUSE,Wezembeek-oppem,1970,Avenue d'Ophem,139,,1,4.0,699000.0,0,0,0.0,0,0,TO_BE_DONE_UP,1,463,0,620.0,201.0,620.0,
4823,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Zoutelaan,67,41,0,2.0,795000.0,0,1,,0,0,AS_NEW,0,0,0,,80.0,,
13600,4,APARTMENT,APARTMENT,Antwerpen,2000,Entrepotkaai,10,31,1,2.0,859000.0,0,1,25.0,0,0,,0,0,0,,232.0,,
16336,2,APARTMENT,APARTMENT,Chenee,4032,Rue des Chaineux,107,,1,2.0,210000.0,0,1,12.0,0,0,AS_NEW,0,0,0,,100.0,,
12304,3,APARTMENT,DUPLEX,Jette,1090,Rue Audrey Hepburn,14,,1,3.0,389000.0,0,1,12.0,0,0,GOOD,0,0,0,,125.0,,UnderOption
8756,2,APARTMENT,APARTMENT,Strombeek-Bever,1853,Nieuwelaan,119,038,0,4.0,249000.0,0,1,,0,0,GOOD,0,0,0,,95.0,,
135,2,APARTMENT,APARTMENT,MECHELEN,2800,Eikestraat,86,102,1,2.0,305000.0,0,1,7.0,0,0,JUST_RENOVATED,0,0,0,,80.0,,
11103,4,HOUSE,VILLA,Braine-l'Alleud,1420,,,,1,4.0,799000.0,0,1,143.0,0,0,AS_NEW,1,550,0,1871.0,397.0,1871.0,
15692,2,APARTMENT,APARTMENT,Oostende,8400,Van Iseghemlaan,143,0201,0,,379000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,112.0,,
12055,1,APARTMENT,SERVICE_FLAT,Koksijde,8670,Verdedigingslaan,9,0.06,1,,259000.0,0,1,,0,0,GOOD,0,0,0,,61.0,,
14730,2,APARTMENT,APARTMENT,Oostende,8400,Wielingenstraat,1,,0,,219000.0,0,0,0.0,0,0,GOOD,0,0,0,,70.0,,
14110,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Paul Parmentierlaan,58,0.1,1,2.0,495000.0,0,1,12.0,0,0,GOOD,0,0,0,,138.0,,
5655,3,APARTMENT,APARTMENT,Mont-sur-Marchienne,6032,,,,1,4.0,398000.0,0,1,130.0,0,0,,0,0,0,,245.0,,
12190,3,HOUSE,HOUSE,BURCHT,2070,Kerkstraat,29,,1,2.0,445000.0,0,1,5.0,0,0,,1,38,0,114.0,152.0,114.0,
9535,4,HOUSE,HOUSE,Mol,2400,Langestraat,30,,1,3.0,345000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,850.0,227.0,850.0,
2086,3,APARTMENT,APARTMENT,Knokke,8300,Duinbergenlaan,85,46,0,,1595000.0,0,1,,0,0,AS_NEW,0,0,0,,140.0,,
9792,4,HOUSE,HOUSE,Westerlo,2260,Langstraat,68,,0,3.0,260000.0,0,1,,0,0,TO_RENOVATE,0,0,0,800.0,158.0,800.0,
7066,0,HOUSE,APARTMENT_BLOCK,Bruxelles,1050,,,,1,2.0,6500000.0,0,1,,0,0,AS_NEW,0,0,0,200.0,966.0,200.0,
14451,3,APARTMENT,APARTMENT,Ronse,9600,Grote Markt,13-16,28,0,3.0,340000.0,0,1,5.0,0,0,,0,0,0,,128.0,,
3999,3,HOUSE,HOUSE,ANDERLECHT,1070,Clos des Saponaires,5,,1,3.0,379000.0,0,0,0.0,1,1,JUST_RENOVATED,1,80,0,0.0,105.0,0.0,UnderOption
7895,3,APARTMENT,APARTMENT,Jette,1090,Avenue de l'Arbre Ballon 32,,,1,4.0,215000.0,0,1,20.0,0,0,,0,0,0,,97.0,,UnderOption
18372,2,HOUSE,HOUSE,FEXHE-SLINS,4458,Rue Provinciale,282,a,1,2.0,225000.0,0,1,,0,0,AS_NEW,0,0,0,0.0,102.0,0.0,UnderOption
11063,4,HOUSE,EXCEPTIONAL_PROPERTY,Uccle,1180,Avenue Des Sorbiers - Lijsterbessenbomenlaan,3,.,1,4.0,1680000.0,0,1,60.0,1,1,AS_NEW,1,1800,0,3200.0,240.0,3200.0,
11573,0,APARTMENT,FLAT_STUDIO,Gent,9000,Gustaaf Callierlaan,56,,0,,235000.0,0,0,0.0,0,0,GOOD,0,0,0,,41.0,,
3286,3,HOUSE,BUNGALOW,Ertvelde,9940,Kuipstraat,64,,1,,220000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,345.0,125.0,345.0,
9089,3,HOUSE,MANSION,ETTERBEEK,1040,Gérardstraat,7,,1,2.0,425000.0,0,1,12.0,0,0,,0,0,0,0.0,105.0,0.0,UnderOption
424,3,APARTMENT,APARTMENT,Ixelles,1050,Avenue Louise,226,,1,2.0,645000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,165.0,,
15394,4,HOUSE,HOUSE,Bredene,8450,Guido Gezellestraat,47,,0,2.0,399000.0,0,0,0.0,0,0,AS_NEW,1,60,0,142.0,192.0,142.0,UnderOption
17056,3,APARTMENT,PENTHOUSE,Hulshout,2235,Hoogzand,27,,1,3.0,320000.0,0,1,30.0,0,0,GOOD,0,0,0,,130.0,,
6177,4,HOUSE,HOUSE,Gent,9000,Frans van Ryhovelaan,228,,0,4.0,350000.0,0,1,,0,0,GOOD,0,0,0,88.0,177.0,88.0,
19731,7,HOUSE,EXCEPTIONAL_PROPERTY,Waterloo,1410,,,,1,4.0,2495000.0,0,0,0.0,1,1,AS_NEW,0,0,0,1290.0,832.0,1290.0,
13408,3,HOUSE,HOUSE,Tremelo,3120,Kleine Bollostraat,23,,0,4.0,425000.0,0,1,,0,0,GOOD,0,0,1,1112.0,204.0,1112.0,UnderOption
12836,4,APARTMENT,PENTHOUSE,Braine-L'Alleud,1420,Angle Avenue Alphonse Allard et Albert 1er,1,401,0,4.0,506600.0,0,1,111.0,0,0,GOOD,0,0,0,,136.0,,
13741,4,HOUSE,HOUSE,Brugge,8310,Prins Albertstraat,31,,0,2.0,415000.0,0,1,,0,0,GOOD,1,40,0,100.0,159.0,100.0,
5819,1,APARTMENT,APARTMENT,Bredene,8450,Gentstraat,33,2B,1,,129000.0,0,0,0.0,0,0,,0,0,0,,44.0,,
7060,4,HOUSE,APARTMENT_BLOCK,Knokke-Heist,8300,Natiënlaan,20,,0,,750000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,200.0,192.0,200.0,
10549,3,HOUSE,HOUSE,Waterloo,1410,Chaussée de Louvain,131,,1,3.0,350000.0,0,1,5.0,0,0,TO_RENOVATE,0,0,0,351.0,175.0,351.0,
7505,3,HOUSE,HOUSE,Zichen-Zussen-Bolder,3770,Visésteenweg,235,,0,3.0,150000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,614.0,186.0,614.0,PublicSale
3210,5,HOUSE,VILLA,Auderghem,1160,Avenue Isidore Gérard,12,,1,4.0,1265000.0,0,1,20.0,0,0,TO_RENOVATE,1,400,0,751.0,261.0,751.0,UnderOption
7194,3,HOUSE,BUNGALOW,Harelbeke,8530,Elzenlaan,7,,0,3.0,299000.0,0,0,0.0,0,0,,0,0,0,493.0,141.0,493.0,UnderOption
1833,3,APARTMENT,APARTMENT,ANTWERPEN 2020,2020,Jan Van Rijswijcklaan,271,403,1,,339000.0,0,1,11.0,0,0,JUST_RENOVATED,0,0,0,,110.0,,UnderOption
3661,2,APARTMENT,APARTMENT,Evere,1140,Avenue des Anciens Combattants,82,,1,4.0,299000.0,0,1,,0,0,AS_NEW,0,0,0,,88.0,,UnderOption
17884,4,HOUSE,VILLA,Boechout,2530,Provinciesteenweg,688,,1,,559000.0,0,1,20.0,1,1,GOOD,1,964,0,1135.0,,1135.0,
14398,3,HOUSE,HOUSE,Lierde,9570,Stuivenberg,9C,,1,3.0,649000.0,0,1,16.0,0,0,AS_NEW,1,500,0,591.0,175.0,591.0,
18476,1,APARTMENT,APARTMENT,Nieuwpoort,8620,Dienstweg Havengeul,35,0305,0,,269000.0,1,1,4.0,0,0,,0,0,0,,47.0,,
15152,0,APARTMENT,FLAT_STUDIO,De Haan,8420,Zeedijk-De Haan,5,00.05,0,2.0,249000.0,0,1,,0,0,AS_NEW,0,0,0,,40.0,,
13177,1,APARTMENT,FLAT_STUDIO,HERENT,3020,Wijgmaalsesteenweg,28,6,1,,176000.0,0,0,0.0,0,0,GOOD,0,0,0,,45.0,,
12700,3,HOUSE,HOUSE,Kluisbergen,9690,Pontstraat,58,,0,2.0,349000.0,0,0,0.0,0,0,AS_NEW,0,0,0,219.0,148.0,219.0,
19675,3,APARTMENT,APARTMENT,Gavere,9890,Egmontpark,5,30 02,0,,419760.0,0,0,0.0,0,0,GOOD,1,10,0,,165.0,,
14493,4,HOUSE,MANOR_HOUSE,GIJZEGEM,9308,,,,1,4.0,1175000.0,0,1,150.0,1,1,,1,1650,0,1881.0,522.0,1881.0,
16349,3,APARTMENT,DUPLEX,Arlon,6700,Clos Roland Ensch,9,0031,1,2.0,289000.0,0,0,0.0,0,0,GOOD,0,0,0,,110.0,,
6483,1,APARTMENT,FLAT_STUDIO,Knokke-Heist,8300,Zoutelaan,64,34,0,,249000.0,0,0,0.0,0,0,GOOD,0,0,0,,34.0,,
653,2,HOUSE,HOUSE,Oudenaarde,9700,Groenstraat,11,,0,2.0,249000.0,0,1,1.0,0,0,GOOD,1,1,0,110.0,107.0,110.0,
6730,2,APARTMENT,APARTMENT,Liège,4000,Quai Saint Léonard,22,051,1,2.0,189000.0,0,1,,0,0,AS_NEW,0,0,0,,80.0,,UnderOption
12441,2,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,Rue Auguste Van Zande,101,,1,2.0,295000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,104.0,,
3233,2,APARTMENT,APARTMENT,Ganshoren,1083,Avenue Van Overbeke,212,,1,2.0,164000.0,0,1,15.0,0,0,TO_BE_DONE_UP,0,0,0,,76.0,,
10649,2,APARTMENT,APARTMENT,NINOVE,9400,Geraardsbergsestraat,28,3,1,2.0,309000.0,0,1,6.0,0,0,JUST_RENOVATED,0,0,0,,81.0,,
2724,1,APARTMENT,APARTMENT,Ixelles,1050,Rue de Florence,54,,1,,159000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,46.0,,
1115,2,APARTMENT,APARTMENT,Strombeek-Bever,1853,Pastorijstraat,2,8,1,,210000.0,0,1,5.0,0,0,GOOD,0,0,0,,87.0,,
14646,2,APARTMENT,APARTMENT,MIDDELKERKE,8430,Zeedijk,268,0605,1,2.0,370000.0,1,1,,0,0,TO_BE_DONE_UP,0,0,0,,68.0,,
13895,3,APARTMENT,PENTHOUSE,Woluwe-Saint-Lambert,1200,Avenue Emile Vandervelde,72,,1,3.0,425000.0,0,1,3.0,0,0,GOOD,0,0,0,,145.0,,UnderOption
372,2,APARTMENT,APARTMENT,Gent,9000,Spinmolenplein,21,,1,2.0,295000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,90.0,,
2099,2,APARTMENT,LOFT,Sint-Joost-ten-Node,1210,Place Madou,7,,1,2.0,449000.0,0,0,0.0,0,0,,0,0,0,,165.0,,
16153,0,APARTMENT,APARTMENT,Sint-Pieters-Leeuw,1600,Georges Wittouckstraat,235,,1,,178000.0,0,0,0.0,0,0,GOOD,0,0,0,,,,
2992,3,APARTMENT,APARTMENT,Zeebrugge,8380,Brusselstraat,43,1.2,0,,245000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,,125.0,,
8243,1,APARTMENT,APARTMENT,DEURNE,2100,Albert Spietaelslaan,31,2,1,3.0,139000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,69.0,,
1273,2,APARTMENT,APARTMENT,Gent,9000,Brugsesteenweg,553,,0,,229500.0,0,1,,0,0,,0,0,0,,96.0,,
12220,2,HOUSE,HOUSE,Beveren,9130,Kreek,46,,1,3.0,695000.0,0,1,,0,0,AS_NEW,0,0,0,863.0,167.0,863.0,
12001,1,APARTMENT,APARTMENT,Torhout,8820,Lichterveldestraat,53A,12,1,2.0,99000.0,0,1,,0,0,GOOD,1,10,0,,46.0,,
17390,7,HOUSE,FARMHOUSE,Manage,7170,Rue Saint-Hubert,17,,1,4.0,395000.0,0,1,,0,0,GOOD,0,0,0,6820.0,386.0,6820.0,UnderOption
13550,3,HOUSE,HOUSE,Maldegem,9990,Broekelken,7,,0,4.0,985000.0,0,1,,0,0,AS_NEW,0,0,0,6846.0,310.0,6846.0,
2132,5,HOUSE,HOUSE,Brasschaat,2930,Zegersdreef,9,,1,,1980000.0,0,0,0.0,0,0,GOOD,1,3149,1,3149.0,689.0,3149.0,
8350,3,HOUSE,HOUSE,HOEGAARDEN,3320,Elst,60,,1,3.0,349000.0,0,1,60.0,0,0,TO_RENOVATE,1,2575,0,2575.0,150.0,2575.0,
16583,3,HOUSE,HOUSE,Masbourg,6953,,,,1,4.0,485000.0,0,1,30.0,1,2,AS_NEW,1,1567,0,1567.0,213.0,1567.0,UnderOption
11714,3,APARTMENT,APARTMENT,Ronse,9600,Grote Markt,16,0403,0,,625000.0,0,1,50.0,0,0,AS_NEW,0,0,0,,161.0,,
17684,2,APARTMENT,APARTMENT,Esneux,4130,Rue du Laveu,12,2,1,3.0,195000.0,0,1,2.0,0,0,GOOD,0,0,0,,84.0,,
9046,11,APARTMENT,APARTMENT,TURNHOUT,2300,Zegeplein,6,,1,2.0,995000.0,0,1,4.0,0,0,GOOD,0,0,0,,530.0,,UnderOption
16505,1,HOUSE,HOUSE,Ixelles,1050,Rue du Printemps,45,,1,2.0,799000.0,0,1,29.0,0,0,,1,33,0,0.0,226.0,0.0,
6086,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Albertplein,11,25,1,2.0,1990000.0,0,1,,0,0,AS_NEW,0,0,0,,126.0,,
14834,2,APARTMENT,APARTMENT,Deinze,9800,Guido Gezellelaan,129,9,1,,189000.0,0,0,0.0,0,0,GOOD,0,0,0,,80.0,,
19597,3,HOUSE,HOUSE,ZWEVEGEM,8550,,,,1,2.0,344000.0,0,1,,0,0,,0,0,0,165.0,214.0,165.0,
11622,2,APARTMENT,APARTMENT,Schaerbeek,1030,Avenue de l'Héliport,53,,1,2.0,280000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,99.0,,UnderOption
865,1,APARTMENT,APARTMENT,Blankenberge,8370,Luikstraat,3,1,1,2.0,129000.0,0,0,0.0,0,0,GOOD,0,0,0,,40.0,,
12051,2,APARTMENT,APARTMENT,Deerlijk,8540,Kortrijkse heerweg,117,,0,,249000.0,0,1,,0,0,GOOD,0,0,0,,120.0,,
10018,2,APARTMENT,APARTMENT,BLANKENBERGE,8370,Franchommelaan,14,,1,2.0,539000.0,1,1,,0,0,GOOD,0,0,0,,91.0,,
17745,2,APARTMENT,APARTMENT,Heist-aan-Zee,8301,Elizabetlaan,325,4.1,0,,299000.0,0,0,0.0,0,0,GOOD,0,0,0,,66.0,,
1721,2,HOUSE,HOUSE,Diksmuide,8600,Vladslostraat,18,,0,3.0,179000.0,0,1,,0,0,GOOD,0,0,0,614.0,177.0,614.0,
17477,4,HOUSE,VILLA,Nieuwpoort,8620,,,,1,,1595000.0,0,0,0.0,0,0,GOOD,0,0,0,1260.0,513.0,1260.0,
9932,7,HOUSE,HOUSE,Mettet Ermetonsur-Biert,5644,Rue d'Anthée,54,,1,4.0,399000.0,0,1,50.0,0,0,GOOD,1,500,0,689.0,350.0,689.0,
10445,2,APARTMENT,APARTMENT,Roeselare,8800,Damberdstraat,2,,1,,229000.0,0,0,0.0,0,0,GOOD,0,0,0,,104.0,,
18517,6,HOUSE,EXCEPTIONAL_PROPERTY,Rhode-Saint-Genèse,1640,,,,1,4.0,2195000.0,0,1,,0,0,GOOD,1,3000,0,4970.0,900.0,4970.0,
9155,4,HOUSE,HOUSE,Mechelen,2800,Scheldeplein,3,,1,2.0,185000.0,0,1,,0,0,TO_RENOVATE,0,0,0,165.0,154.0,165.0,UnderOption
638,2,HOUSE,HOUSE,Namur,5020,Rue de l'Eau Vive,73,,1,2.0,249000.0,0,1,,0,0,GOOD,0,0,0,351.0,161.0,351.0,
12610,2,APARTMENT,APARTMENT,Heusden,9070,Melkwegel,66,3,1,3.0,795000.0,1,1,40.0,0,0,AS_NEW,1,190,0,,177.0,,
4133,1,APARTMENT,APARTMENT,Duinbergen,8301,Zeedijk-Duinbergen,402-403,52,0,,595000.0,0,0,0.0,0,0,,0,0,0,,60.0,,
565,4,HOUSE,VILLA,Uccle,1180,Avenue Fond'Roy,132,,1,4.0,1250000.0,0,1,,0,0,TO_RENOVATE,1,1085,0,1225.0,584.0,1225.0,
11050,3,HOUSE,HOUSE,Evergem,9940,Buntstraat,23,,1,,449000.0,0,0,0.0,0,0,GOOD,0,0,1,519.0,165.0,519.0,
