house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
13016,2,APARTMENT,APARTMENT,Lier,2500,Boomlaarstraat,211,3,1,,295000.0,0,1,25.0,0,0,GOOD,0,0,0,,100.0,,
13209,4,HOUSE,HOUSE,Kraainem,1950,Avenue des Myrtilles,24,,1,4.0,1290000.0,0,1,60.0,0,0,GOOD,1,130,0,615.0,310.0,615.0,
19880,3,HOUSE,HOUSE,OOIGEM,8710,,,,0,3.0,371000.0,0,1,,0,0,,0,0,0,424.0,155.0,424.0,
10308,4,HOUSE,TOWN_HOUSE,LUSTIN,5170,Rue des Acremonts,10,,1,4.0,385000.0,0,0,0.0,0,0,GOOD,0,0,0,1900.0,160.0,1900.0,
18197,5,HOUSE,VILLA,Lebbeke,9280,,,,0,4.0,675000.0,0,1,,0,0,,0,0,0,465.0,280.0,465.0,
1541,3,HOUSE,HOUSE,VILVOORDE,1800,,,,1,2.0,319000.0,0,0,0.0,0,0,TO_RENOVATE,1,148,0,272.0,165.0,272.0,
17837,3,HOUSE,HOUSE,Mol,2400,Moerhoek,44 Lot2,Lot 2,0,4.0,327075.0,0,0,0.0,0,0,AS_NEW,0,0,0,410.0,,410.0,
7262,6,HOUSE,HOUSE,Bruxelles,1000,,,,0,3.0,4600000.0,0,1,52.0,0,0,TO_BE_DONE_UP,1,480,0,685.0,592.0,685.0,
10795,5,HOUSE,HOUSE,Vivegnis,4683,Rue d'Abhooz,19,,1,3.0,349000.0,0,1,,0,0,GOOD,1,323,0,384.0,129.0,384.0,
15161,2,APARTMENT,APARTMENT,Wielsbeke,8710,Molenstraat,50,2.1,1,,294000.0,0,1,,0,0,,0,0,0,,89.0,,
4607,2,HOUSE,MIXED_USE_BUILDING,Evere,1140,Rue Jacques Ballings,66,,1,3.0,500000.0,0,1,4.0,0,0,TO_BE_DONE_UP,1,25,0,99.0,185.0,99.0,
16740,4,HOUSE,VILLA,Affligem,1790,Domentveldstraat,30,,1,4.0,649500.0,0,0,0.0,1,1,,0,0,0,2716.0,285.0,2716.0,
8435,2,APARTMENT,APARTMENT,WILRIJK,2610,Bist,74,14,1,4.0,198000.0,0,1,,0,0,GOOD,0,0,0,,94.0,,
7114,3,HOUSE,HOUSE,Wachtebeke,9185,Stationsstraat,185,,1,2.0,380000.0,0,1,1.0,0,0,JUST_RENOVATED,1,1,0,296.0,,296.0,
5534,3,HOUSE,HOUSE,Ravels,2380,Kerkstraat,23,,1,3.0,525000.0,0,1,30.0,0,0,GOOD,1,900,0,1095.0,269.0,1095.0,
4465,5,HOUSE,VILLA,Woluwe-Saint-Pierre,1150,Avenue Grandchamp,282,,1,4.0,1550000.0,0,1,60.0,0,0,AS_NEW,0,0,0,1442.0,390.0,1442.0,UnderOption
16742,4,HOUSE,VILLA,Keerbergen,3140,Zandstraat,54,,0,,685000.0,0,0,0.0,0,0,,0,0,0,2502.0,354.0,2502.0,
17630,3,HOUSE,VILLA,ISNES,5032,,,,0,4.0,420000.0,0,1,,0,0,,0,0,0,1050.0,158.0,1050.0,
9036,2,APARTMENT,APARTMENT,MORTSEL,2640,Antwerpsestraat,125,,1,2.0,195000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,99.0,,UnderOption
10203,5,HOUSE,HOUSE,Aalst (9300),9300,Putstraat,129,,1,,749000.0,0,1,,0,0,GOOD,0,0,0,1529.0,410.0,1529.0,
9477,2,APARTMENT,APARTMENT,Ekeren,2180,Leopoldlei,2,101,1,2.0,199000.0,0,1,,0,0,GOOD,0,0,0,,74.0,,UnderOption
9284,3,HOUSE,HOUSE,Ekeren,2180,Jozef De Weerdtstraat,36,,1,2.0,339000.0,0,1,,0,0,TO_RENOVATE,0,0,0,217.0,189.0,217.0,
16161,1,APARTMENT,APARTMENT,TISSELT,2830,Baeckelmansstraat,108,00-01,1,4.0,268000.0,0,1,10.0,0,0,,1,108,0,,74.0,,
13979,3,HOUSE,VILLA,Tienen,3300,Bloemenstraat,16,,1,4.0,478000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,1131.0,168.0,1131.0,
17456,4,HOUSE,HOUSE,Sint-Martens-Latem,9830,Klapstraat,13,,1,3.0,689821.0,0,1,1.0,0,0,AS_NEW,1,1,0,761.0,213.0,761.0,
6117,0,APARTMENT,KOT,Namur,5000,,,,1,2.0,119800.0,0,0,0.0,0,0,AS_NEW,0,0,0,,28.0,,UnderOption
8565,6,HOUSE,HOUSE,ANTWERPEN,2060,Diepestraat,127,,0,2.0,970000.0,0,0,0.0,0,0,GOOD,0,0,0,483.0,1040.0,483.0,
3771,2,APARTMENT,APARTMENT,Brugge,8000,Nieuwe Gentweg,81,B0102,1,2.0,245000.0,0,1,5.0,0,0,GOOD,0,0,0,,108.0,,
1109,4,HOUSE,HOUSE,Ranst,2520,Knodbaan,90,,1,4.0,525000.0,0,1,20.0,0,0,TO_BE_DONE_UP,1,120,0,856.0,297.0,856.0,
4655,2,HOUSE,HOUSE,Frameries,7080,Rue des Martyrs,34,,1,2.0,85000.0,0,1,4.0,0,0,TO_RENOVATE,1,45,0,90.0,95.0,90.0,UnderOption
16301,3,APARTMENT,APARTMENT,Braine-le-Château,1440,Les Frèchaux,14,103,1,3.0,395000.0,0,1,15.0,0,0,AS_NEW,1,35,0,,,,
9231,4,APARTMENT,DUPLEX,Oostende,8400,Koningsstraat,39,,1,2.0,900000.0,0,0,0.0,1,1,AS_NEW,0,0,0,,224.0,,
12092,2,APARTMENT,APARTMENT,Knokke-Zoute,8300,Lippenslaan,26,41,1,2.0,525000.0,1,1,,0,0,JUST_RENOVATED,0,0,0,,69.0,,
8209,3,HOUSE,HOUSE,Turnhout,2300,Ieperstraat,21,,1,2.0,249000.0,0,1,,0,0,GOOD,0,0,0,321.0,224.0,321.0,
13697,2,APARTMENT,APARTMENT,Saint-Gilles,1060,Jean Stasstraat,31,,1,,550000.0,0,1,,0,0,GOOD,0,0,0,,130.0,,
8266,5,HOUSE,HOUSE,RAVELS,2380,Klein Ravels,15,,1,4.0,435000.0,0,1,,0,0,GOOD,0,0,0,1020.0,204.0,1020.0,
7095,3,HOUSE,HOUSE,Deerlijk,8540,Vichtestraat,55,,0,3.0,229000.0,0,0,0.0,0,0,,0,0,0,553.0,223.0,553.0,
9129,1,APARTMENT,APARTMENT,Antwerpen,2018,Isabellalei,3,6,1,,249000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,75.0,,
15993,3,HOUSE,APARTMENT_BLOCK,Sint-Truiden,3800,Naamsesteenweg,110,001 & 101,0,,350000.0,0,1,20.0,0,0,,0,0,0,109.0,161.0,109.0,
9920,3,APARTMENT,DUPLEX,Sint-Agatha-Berchem,1082,Dilbeekstraat,47,,1,2.0,368000.0,0,1,15.0,0,0,GOOD,0,0,0,,130.0,,UnderOption
16616,3,HOUSE,HOUSE,Givry,7041,Chemin de la Vallière,,,1,2.0,305000.0,0,1,,0,0,,0,0,0,261.0,171.0,261.0,
9094,3,HOUSE,TOWN_HOUSE,Merksem,2170,Geerbeekstraat,18,,1,2.0,329000.0,0,0,0.0,0,0,GOOD,1,74,0,134.0,149.0,134.0,UnderOption
1737,3,HOUSE,HOUSE,Sprimont,4140,Rue de Sendrogne,39,,1,4.0,335000.0,0,1,18.0,0,0,TO_BE_DONE_UP,1,563,0,885.0,147.0,885.0,
16652,4,HOUSE,VILLA,Herk-de-Stad,3540,Paulusstraat,43,,0,4.0,569000.0,0,1,,0,0,AS_NEW,0,0,1,989.0,245.0,989.0,UnderOption
11891,2,HOUSE,VILLA,Strée,4577,Route de Strée,66,,0,4.0,269000.0,0,0,0.0,0,0,,1,1128,0,1250.0,125.0,1250.0,
561,4,HOUSE,TOWN_HOUSE,Uccle,1180,Avenue de Messidor,324,,1,2.0,699000.0,0,1,3.0,0,0,TO_RENOVATE,1,85,0,150.0,190.0,150.0,
12522,2,APARTMENT,APARTMENT,Heist-aan-Zee,8301,Graaf d'Ursellaan,44,21,1,2.0,420000.0,0,0,0.0,0,0,GOOD,0,0,0,,88.0,,
3344,6,HOUSE,APARTMENT_BLOCK,Bruxelles,1020,Adrien Bayetlaan,5,,1,2.0,820000.0,0,1,2.0,0,0,AS_NEW,1,55,0,192.0,280.0,192.0,
11492,5,HOUSE,HOUSE,Marche-en-Famenne,6900,Rue des Champs,35,,1,4.0,525000.0,0,1,45.0,0,0,GOOD,1,911,0,911.0,242.0,911.0,
9356,2,APARTMENT,APARTMENT,Bredene,8450,Klemskerkestraat,23,2,1,,227000.0,0,1,,0,0,GOOD,0,0,0,,81.0,,
9628,4,HOUSE,HOUSE,Affligem,1790,Ternatsestraat,162,,1,3.0,329000.0,0,1,50.0,0,0,TO_BE_DONE_UP,1,540,0,586.0,160.0,586.0,
8313,4,HOUSE,HOUSE,OUD-TURNHOUT,2360,Guldenweg,10,,1,4.0,515000.0,0,1,,1,1,TO_RENOVATE,0,0,0,2179.0,290.0,2179.0,
9719,3,HOUSE,HOUSE,Lokeren,9160,Heirbrugstraat,41,,0,,199000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,251.0,,251.0,
18702,3,APARTMENT,APARTMENT,Brussel,1000,Rue du Finistère,4,6,1,,435000.0,0,1,3.0,0,0,,0,0,0,,,,
13133,4,HOUSE,HOUSE,Bachte-Maria-Leerne,9800,Leernsesteenweg,110,,1,,574987.0,0,0,0.0,0,0,GOOD,0,0,0,1206.0,199.0,1206.0,
18790,5,HOUSE,VILLA,Knokke-Heist,8300,,,,1,4.0,6495000.0,0,1,,1,2,AS_NEW,0,0,1,1106.0,535.0,1106.0,
62,3,APARTMENT,APARTMENT,HOBOKEN,2660,Frieslandstraat,4,12K,0,3.0,185000.0,0,1,5.0,0,0,GOOD,0,0,0,,90.0,,
18290,2,APARTMENT,APARTMENT,Chapelle-lez-Herlaimont,7160,,,,1,2.0,215000.0,0,1,7.0,0,0,AS_NEW,0,0,0,,90.0,,UnderOption
13452,2,APARTMENT,APARTMENT,Nieuwpoort,8620,Zeedijk,63,0501,1,,720000.0,1,1,,0,0,,0,0,0,,100.0,,
8405,5,HOUSE,HOUSE,Sint-Niklaas,9100,Klapperbeekstraat,153,,1,2.0,315000.0,0,0,0.0,1,1,TO_RENOVATE,0,0,0,393.0,194.0,393.0,
10482,2,APARTMENT,APARTMENT,Evere,1140,Avenue Des Anciens Combattants - Oud-Strijderslaan,92a,,1,2.0,315000.0,0,1,,0,0,GOOD,0,0,0,,93.0,,
4174,3,HOUSE,HOUSE,Quaregnon,7390,Place Du Sud,39,,1,3.0,140000.0,0,0,0.0,0,0,TO_RENOVATE,1,90,0,310.0,186.0,310.0,
13447,2,APARTMENT,APARTMENT,Merelbeke,9820,Hundelgemsesteenweg,95-99,A2.3,0,,451307.0,0,1,,0,0,AS_NEW,0,0,0,,106.0,,
15653,2,APARTMENT,APARTMENT,Ieper,8900,Oude Veurnestraat,1,3B,1,2.0,209000.0,0,1,8.0,0,0,GOOD,0,0,0,,89.0,,
3687,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Paul Parmentierlaan,220,21,0,,1195000.0,1,1,,0,0,,0,0,0,,105.0,,
1643,3,HOUSE,HOUSE,WACHTEBEKE,9185,,,,1,3.0,299000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,1141.0,160.0,1141.0,
4633,3,HOUSE,HOUSE,Buggenhout,9255,Vitsstraat,57,,0,2.0,295000.0,0,1,,0,0,GOOD,0,0,0,284.0,144.0,284.0,
2509,3,HOUSE,HOUSE,WILLEBROEK,2830,Klaterstraat,38,,1,4.0,375000.0,0,1,7.0,0,0,TO_RENOVATE,0,0,0,1047.0,130.0,1047.0,
19357,3,HOUSE,HOUSE,Braine-l'Alleud,1420,,,,1,3.0,385000.0,0,1,20.0,0,0,GOOD,1,120,0,294.0,120.0,294.0,UnderOption
15361,3,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,,,,1,3.0,1195000.0,0,1,54.0,0,0,AS_NEW,0,0,0,,210.0,,
938,3,HOUSE,BUNGALOW,Geraardsbergen,9500,Gemeentestraat,177,,1,4.0,325000.0,0,1,28.0,0,0,TO_BE_DONE_UP,1,400,0,852.0,163.0,852.0,
395,5,HOUSE,EXCEPTIONAL_PROPERTY,Chaudfontaine,4053,Avenue Eugène Ysaye,11,,1,4.0,870000.0,0,1,,0,0,AS_NEW,1,1059,1,1059.0,390.0,1059.0,
19789,4,HOUSE,VILLA,Charleroi Roux,6044,,,,1,4.0,259000.0,0,1,31.0,0,0,TO_BE_DONE_UP,0,0,0,0.0,117.0,0.0,UnderOption
16898,3,APARTMENT,APARTMENT,De Haan,8420,,,,0,,595000.0,0,1,,0,0,GOOD,0,0,0,,130.0,,
10336,2,APARTMENT,APARTMENT,Oostende,8400,Kroonlaan,1,4.01,0,,239000.0,1,1,10.0,0,0,GOOD,0,0,0,,,,
14229,3,HOUSE,HOUSE,Sint-Gillis-Dendermonde,9200,Wilgenlaan,10,,0,,340000.0,0,0,0.0,0,0,GOOD,0,0,0,360.0,140.0,360.0,
3870,3,HOUSE,HOUSE,Kraainem,1950,Avenue des Chasseurs - Jagerslaan,14,,1,3.0,575000.0,0,1,20.0,0,0,GOOD,1,250,0,450.0,145.0,450.0,
10175,3,HOUSE,HOUSE,Aalter,9880,Kattewegel,26,,0,4.0,825000.0,0,0,0.0,0,0,GOOD,0,0,0,48925.0,350.0,48925.0,
19509,2,APARTMENT,APARTMENT,Ravels Poppel,2382,Tilburgseweg,3,1-2,1,,365000.0,1,0,0.0,0,0,,0,0,0,,126.0,,UnderOption
2907,4,HOUSE,HOUSE,Borgerhout,2140,Borsbeekstraat,43,,1,2.0,399000.0,0,0,0.0,0,0,AS_NEW,1,38,0,115.0,180.0,115.0,
10294,2,APARTMENT,DUPLEX,Bruxelles,1000,Rue Royale,182,,1,2.0,495000.0,0,1,12.0,0,0,GOOD,0,0,0,,146.0,,
15987,3,HOUSE,HOUSE,Roeselare,8800,De Meiblomme,3,,0,4.0,302500.0,0,0,0.0,0,0,GOOD,1,131,0,213.0,172.0,213.0,
5994,2,HOUSE,HOUSE,FRASNES-LEZ-GOSSELIES,6210,,,,0,3.0,249000.0,0,1,10.0,0,0,GOOD,1,410,0,410.0,140.0,410.0,
14962,0,HOUSE,COUNTRY_COTTAGE,Antwerpen,2610,Edegemsesteenweg,249,,1,4.0,719000.0,0,0,0.0,0,0,AS_NEW,0,0,0,2036.0,130.0,2036.0,
19024,2,APARTMENT,APARTMENT,Diest,3290,Turnhoutsebaan,18,,0,,329000.0,0,0,0.0,0,0,,0,0,0,,91.0,,
4414,2,APARTMENT,APARTMENT,Zottegem,9620,Arthur Scheirisstraat,18,2,1,2.0,189000.0,0,1,5.0,0,0,AS_NEW,0,0,0,,60.0,,
17525,3,APARTMENT,PENTHOUSE,Haaltert,9450,Hooglareweg,8,6,0,,549000.0,0,1,60.0,0,0,GOOD,0,0,0,,150.0,,
17104,2,APARTMENT,APARTMENT,Knokke,8300,Lippenslaan,0,,0,,615000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,91.0,,
16442,4,APARTMENT,APARTMENT,Antwerpen (2018),2018,Mechelsesteenweg,213,301,0,,870000.0,1,1,10.0,0,0,,0,0,0,,,,
10010,2,APARTMENT,APARTMENT,Arlon,6700,Rue du Wäschbour,24,C009,1,2.0,275000.0,0,1,5.0,0,0,GOOD,0,0,0,,88.0,,
11303,2,APARTMENT,APARTMENT,BLANKENBERGE,8370,Waterkasteelstraat,8,,1,,374000.0,1,1,,0,0,GOOD,0,0,0,,95.0,,
16172,2,APARTMENT,APARTMENT,Evere,1140,Goede Herdersstraat,-,,1,2.0,375000.0,1,1,10.0,0,0,AS_NEW,0,0,0,,92.0,,
3950,4,HOUSE,HOUSE,SINT-AMANDSBERG,9040,,,,0,2.0,449500.0,0,1,15.0,0,0,GOOD,0,0,0,195.0,190.0,195.0,
19911,2,APARTMENT,APARTMENT,Nieuwpoort,8620,Franslaan,35C,,0,,180000.0,0,1,,0,0,,0,0,0,,,,PublicSale
12921,3,HOUSE,HOUSE,Rixensart,1330,,,,1,4.0,1150000.0,0,1,60.0,0,0,AS_NEW,1,1500,0,2057.0,300.0,2057.0,UnderOption
2070,2,APARTMENT,APARTMENT,Oudenaarde,9700,Woeker,20,7,0,2.0,329000.0,0,0,0.0,0,0,GOOD,0,0,0,,80.0,,
5822,3,HOUSE,BUNGALOW,Aalst,9300,Stillebreek,16,,0,4.0,355000.0,0,1,,0,0,GOOD,1,610,0,1102.0,,1102.0,
18881,3,APARTMENT,APARTMENT,Turnhout,2300,Gasthuisstraat,15,6,0,,399000.0,0,1,85.0,0,0,,0,0,0,,200.0,,
13423,2,HOUSE,HOUSE,SOY,6997,Rue de la Paix,1,,1,4.0,120000.0,1,0,0.0,1,1,,0,0,0,1000.0,32.0,1000.0,
3513,4,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue Guillaume Abeloos,10,,1,2.0,410000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,126.0,,
11011,1,APARTMENT,APARTMENT,WILLEBROEK,2830,Vaartstraat,180,,1,2.0,224000.0,0,1,12.0,0,0,GOOD,0,0,0,,54.0,,
15242,2,APARTMENT,APARTMENT,Aartrijke,8211,Noordstraat,2,1-02,0,2.0,359000.0,0,1,,0,0,AS_NEW,0,0,0,,89.0,,
14200,4,HOUSE,VILLA,Zoersel,2980,Kanunnik Ullenslaan,22,,0,4.0,775000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,3715.0,350.0,3715.0,
7965,1,APARTMENT,APARTMENT,Koekelberg,1081,rue François Delcoigne 42,,,1,2.0,149000.0,0,0,0.0,0,0,,0,0,0,,55.0,,UnderOption
5085,5,HOUSE,VILLA,Wavre,1301,,,,1,4.0,1390000.0,0,1,180.0,0,0,AS_NEW,1,3000,0,3920.0,435.0,3920.0,
7480,3,HOUSE,HOUSE,Zaventem,1930,Sterrebeekstraat,158,,0,4.0,350000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,686.0,154.0,686.0,PublicSale
17724,3,HOUSE,VILLA,Vosselaar,2350,Hofeinde,213 a,,0,4.0,999000.0,0,0,0.0,0,0,GOOD,0,0,0,1850.0,427.0,1850.0,
16950,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Van Bunnenplein,10,01.02,1,3.0,1850000.0,0,0,0.0,0,0,AS_NEW,0,0,1,,201.0,,
765,1,APARTMENT,APARTMENT,Forest,1190,Avenue du Domaine,25,,1,,239000.0,0,1,8.0,0,0,AS_NEW,0,0,0,,61.0,,
18930,3,HOUSE,HOUSE,Liège,4020,,,,1,3.0,429000.0,0,1,50.0,0,0,AS_NEW,1,430,0,562.0,170.0,562.0,UnderOption
3782,1,APARTMENT,APARTMENT,Antwerpen,2170,Nieuwdreef,60,2,1,2.0,185000.0,0,1,5.0,0,0,AS_NEW,0,0,0,,55.0,,UnderOption
16977,6,HOUSE,HOUSE,Manhay,6980,Sur le Falhi,20,,0,4.0,550000.0,0,0,0.0,0,0,,1,1300,0,1353.0,272.0,1353.0,UnderOption
9336,1,APARTMENT,APARTMENT,Blankenberge,8370,Mametstraat,18,,0,2.0,157000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,62.0,,
18886,3,APARTMENT,APARTMENT,JAMBES,5100,,,,0,,449000.0,0,1,,0,0,,0,0,0,,127.0,,
10704,3,HOUSE,HOUSE,Herzele,9550,Winkelstraat,38B,,1,3.0,300000.0,0,1,18.0,0,0,AS_NEW,0,0,0,299.0,115.0,299.0,
12727,2,APARTMENT,APARTMENT,RONSE,9600,Engelsenlaan,23/0002,,1,2.0,278000.0,0,0,0.0,0,0,GOOD,1,121,0,,97.0,,
10467,0,APARTMENT,FLAT_STUDIO,Ganshoren,1083,Avenue de la Réforme,73,,1,2.0,220000.0,0,1,80.0,0,0,TO_BE_DONE_UP,0,0,0,,70.0,,
2860,3,HOUSE,HOUSE,Astene,9800,Dorpsstraat,71,,1,2.0,329000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,267.0,230.0,267.0,
1221,4,HOUSE,HOUSE,Zottegem,9620,Laurens De Metsstraat,32,,0,2.0,249000.0,0,1,,0,0,TO_RENOVATE,0,0,0,310.0,212.0,310.0,
14439,2,APARTMENT,APARTMENT,De Panne,8660,Groene-Biezenlaan,74,0202,0,,295000.0,0,1,8.0,0,0,GOOD,1,8,0,,88.0,,
4863,4,HOUSE,HOUSE,Kortrijk,8500,Marksesteenweg,68,,1,2.0,239000.0,0,1,,0,0,GOOD,0,0,0,160.0,200.0,160.0,
18415,3,HOUSE,HOUSE,Zelzate,9060,Akkerstraat,11,0003,1,3.0,274000.0,0,1,1.0,0,0,TO_BE_DONE_UP,0,0,0,0.0,99.0,0.0,
13253,5,HOUSE,HOUSE,Kraainem,1950,,,,1,4.0,1495000.0,0,1,24.0,0,0,AS_NEW,1,1000,1,1791.0,454.0,1791.0,
12112,3,APARTMENT,APARTMENT,Nieuwpoort,8620,Robert Orlentpromenade,35,01.01,1,,1050000.0,1,1,,0,0,AS_NEW,0,0,0,,116.0,,
4925,2,APARTMENT,APARTMENT,Schaerbeek,1030,Rue Alexandre Markelbach,113,,1,,295000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,123.0,,UnderOption
4531,3,HOUSE,HOUSE,Herstal,4040,Rue du Trois Juin,190,,1,2.0,285000.0,0,1,14.0,0,0,AS_NEW,1,100,0,212.0,112.0,212.0,
1669,5,HOUSE,VILLA,Brussels,1000,Avenue Swartenbrouck,15,,1,4.0,895000.0,0,1,,0,0,TO_BE_DONE_UP,1,300,0,734.0,350.0,734.0,
14245,4,HOUSE,HOUSE,Nivelles,1400,Rue de Liberchies,127,,1,4.0,449000.0,0,1,30.0,0,0,GOOD,1,1400,0,1889.0,177.0,1889.0,UnderOption
12230,3,APARTMENT,APARTMENT,Evergem,9940,Kluizendorpstraat,58,0202,0,,385500.0,0,1,9.0,0,0,AS_NEW,0,0,0,,145.0,,
19771,2,APARTMENT,GROUND_FLOOR,MIDDELKERKE,8430,IJzerlaan,22,32/0003,1,,375000.0,0,1,10.0,0,0,,0,0,0,,88.0,,
4053,2,APARTMENT,APARTMENT,Oostende,8400,Europagalerij,2,28A,1,4.0,198000.0,1,1,3.0,0,0,GOOD,0,0,0,,81.0,,UnderOption
6956,6,APARTMENT,APARTMENT,Knokke,8300,Knokkestraat,448,,1,2.0,975000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,216.0,,
19868,2,APARTMENT,DUPLEX,Nieuwpoort,8620,,,,1,,425000.0,0,0,0.0,0,0,,0,0,0,,87.0,,
10000,2,APARTMENT,APARTMENT,Oostende,8400,Kroonlaan,1,0401,0,,239000.0,0,1,6.0,0,0,GOOD,0,0,0,,95.0,,
17243,2,HOUSE,HOUSE,La Louvière - Haine-Saint-Paul,7100,Rue Auguste Saintes,2,,0,4.0,119000.0,0,1,,0,0,GOOD,0,0,0,350.0,107.0,350.0,
10463,3,HOUSE,HOUSE,Lokeren,9160,Oosteindestraat,9,2,0,,439520.0,0,1,20.0,0,0,,0,0,0,309.0,152.0,309.0,
19762,3,HOUSE,HOUSE,Poperinge,8970,Vlierweg,7,,0,3.0,91000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,162.0,,162.0,PublicSale
12389,2,APARTMENT,APARTMENT,Willebroek,2830,Emiel Vanderveldestraat,2,0001,0,,339000.0,0,1,18.0,0,0,,1,17,0,,91.0,,
18049,1,HOUSE,CHALET,Seraing,4100,Rue de la Province,-,,1,4.0,12500.0,1,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,0.0,24.0,0.0,
10235,2,APARTMENT,APARTMENT,Boom,2850,Kruiskenslei,111,4,1,2.0,225000.0,1,1,7.0,0,0,AS_NEW,0,0,0,,112.0,,
15186,5,HOUSE,HOUSE,SINT-ELOOIS-VIJVE,8793,Koekoekstraat,19,,1,3.0,420000.0,0,1,,0,0,GOOD,0,0,0,247.0,430.0,247.0,
14247,4,HOUSE,HOUSE,Luttre,6238,Rue de Liberchies,127,,1,4.0,449000.0,0,1,30.0,0,0,GOOD,1,1400,0,1889.0,177.0,1889.0,UnderOption
18691,3,APARTMENT,DUPLEX,Knokke-Heist,8300,Elizabetlaan,65,,0,,1895000.0,0,1,,0,0,GOOD,0,0,0,,135.0,,
9488,2,APARTMENT,APARTMENT,Antwerpen Berchem,2600,Generaal Lemanstraat,20,,1,2.0,367500.0,0,1,3.0,0,0,GOOD,0,0,0,,95.0,,
16941,2,HOUSE,HOUSE,Zellik,1731,Driepikkel,12,,1,4.0,475000.0,0,1,,0,0,AS_NEW,0,0,0,580.0,127.0,580.0,UnderOption
12009,2,APARTMENT,APARTMENT,LÉGLISE,6860,Rue de la Tannerie,18,,1,4.0,235000.0,0,1,9.0,0,0,AS_NEW,0,0,0,,88.0,,
4316,3,HOUSE,HOUSE,Herent Veltem-Beisem,3020,Haachtstraat,150,,1,4.0,450000.0,0,1,,0,0,TO_RENOVATE,0,0,0,33210.0,160.0,33210.0,
9979,3,HOUSE,HOUSE,Beringen,3582,Pater Bellinkxstraat,6,,1,4.0,265000.0,0,0,0.0,0,0,,0,0,0,1015.0,146.0,1015.0,
18192,2,APARTMENT,DUPLEX,Uccle,1180,,,,1,4.0,1800000.0,0,1,75.0,0,0,AS_NEW,1,400,1,,375.0,,
7387,2,APARTMENT,APARTMENT,Ixelles,1050,,,,0,2.0,549000.0,0,1,12.0,0,0,AS_NEW,0,0,0,,98.0,,
5517,4,HOUSE,HOUSE,Zwijndrecht,2070,Alice Nahonlaan,75,,0,2.0,379000.0,0,1,17.0,0,0,JUST_RENOVATED,1,80,0,0.0,169.0,0.0,
857,2,HOUSE,HOUSE,Hélécine,1357,Rue sainte anne,61,,1,4.0,249000.0,0,1,11.0,0,0,TO_RENOVATE,1,813,0,955.0,104.0,955.0,
13017,2,APARTMENT,APARTMENT,Hannuit,4280,Rue De Landen,132,bus B0.2,1,4.0,295000.0,0,1,12.0,0,0,AS_NEW,1,175,0,,99.0,,UnderOption
4438,3,HOUSE,HOUSE,Sint-Andries,8200,Diksmuidse Heerweg,127,,0,4.0,339000.0,0,1,,0,0,GOOD,0,0,0,288.0,,288.0,UnderOption
9032,0,APARTMENT,FLAT_STUDIO,Liège,4020,Place Du Congrès,22,,1,,98000.0,0,0,0.0,0,0,GOOD,0,0,0,,42.0,,UnderOption
7876,4,HOUSE,HOUSE,De Haan,8421,Molendreef,11,,0,2.0,319000.0,0,0,0.0,0,0,,0,0,0,300.0,202.0,300.0,PublicSale
596,4,HOUSE,HOUSE,GENT,9050,Priesterstraat,8,,1,,399000.0,0,1,10.0,0,0,GOOD,0,0,0,96.0,162.0,96.0,
13912,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Kustlaan,1,52,1,2.0,795000.0,1,1,,0,0,JUST_RENOVATED,0,0,0,,75.0,,
8805,3,HOUSE,HOUSE,LAKEN,1020,Waterkersstraat,45,,1,2.0,345000.0,0,1,16.0,0,0,TO_RENOVATE,1,70,0,182.0,120.0,182.0,UnderOption
7799,5,HOUSE,FARMHOUSE,Ardooie,8850,Hellestraat,14,,0,4.0,385000.0,0,0,0.0,0,0,,0,0,0,17435.0,288.0,17435.0,PublicSale
9186,3,APARTMENT,APARTMENT,PELT,3910,Marktplein,10,2,1,2.0,324000.0,0,1,26.0,0,0,GOOD,0,0,0,,191.0,,
10972,2,APARTMENT,APARTMENT,ANTWERPEN 2018,2018,Miraeusstraat,12,1,1,,375000.0,0,1,20.0,0,0,GOOD,0,0,0,,100.0,,
